ID,Tier,Source Group,Source Name,Source Type,Scrape Target / Query,Seed Domain,Country / HQ Focus,Role Focus,Why Strong,Bangladesh Fit Rule,Required Accept Filter,Hard Reject Filter,Scrape Frequency,Notes / Compliance,Proof / Reference URL
S0354,Tier 1 Seed,Company-specific Google source,Deel - Company staff-augmentation-fit query,Google SERP query,"""Deel"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",deel.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0355,Tier 1 Seed,Company-specific Google source,DigitalOcean - Company careers worldwide engineering query,Google SERP query,"site:digitalocean.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",digitalocean.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0356,Tier 1 Seed,Company-specific Google source,DigitalOcean - Company ATS indexed global remote query,Google SERP query,"""DigitalOcean"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",digitalocean.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0357,Tier 1 Seed,Company-specific Google source,DigitalOcean - Company staff-augmentation-fit query,Google SERP query,"""DigitalOcean"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",digitalocean.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0358,Tier 1 Seed,Company-specific Google source,Discourse - Company careers worldwide engineering query,Google SERP query,"site:discourse.org (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",discourse.org,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0359,Tier 1 Seed,Company-specific Google source,Discourse - Company ATS indexed global remote query,Google SERP query,"""Discourse"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",discourse.org,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0360,Tier 1 Seed,Company-specific Google source,Discourse - Company staff-augmentation-fit query,Google SERP query,"""Discourse"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",discourse.org,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0361,Tier 1 Seed,Company-specific Google source,DNSimple - Company careers worldwide engineering query,Google SERP query,"site:dnsimple.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",dnsimple.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0362,Tier 1 Seed,Company-specific Google source,DNSimple - Company ATS indexed global remote query,Google SERP query,"""DNSimple"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",dnsimple.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0363,Tier 1 Seed,Company-specific Google source,DNSimple - Company staff-augmentation-fit query,Google SERP query,"""DNSimple"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",dnsimple.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0364,Tier 1 Seed,Company-specific Google source,Doist - Company careers worldwide engineering query,Google SERP query,"site:doist.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",doist.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0365,Tier 1 Seed,Company-specific Google source,Doist - Company ATS indexed global remote query,Google SERP query,"""Doist"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",doist.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0366,Tier 1 Seed,Company-specific Google source,Doist - Company staff-augmentation-fit query,Google SERP query,"""Doist"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",doist.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0367,Tier 1 Seed,Company-specific Google source,DuckDuckGo - Company careers worldwide engineering query,Google SERP query,"site:duckduckgo.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",duckduckgo.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0368,Tier 1 Seed,Company-specific Google source,DuckDuckGo - Company ATS indexed global remote query,Google SERP query,"""DuckDuckGo"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",duckduckgo.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0369,Tier 1 Seed,Company-specific Google source,DuckDuckGo - Company staff-augmentation-fit query,Google SERP query,"""DuckDuckGo"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",duckduckgo.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0370,Tier 1 Seed,Company-specific Google source,Ebury - Company careers worldwide engineering query,Google SERP query,"site:ebury.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",ebury.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0371,Tier 1 Seed,Company-specific Google source,Ebury - Company ATS indexed global remote query,Google SERP query,"""Ebury"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",ebury.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0372,Tier 1 Seed,Company-specific Google source,Ebury - Company staff-augmentation-fit query,Google SERP query,"""Ebury"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",ebury.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0373,Tier 1 Seed,Company-specific Google source,Elastic - Company careers worldwide engineering query,Google SERP query,"site:elastic.co (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",elastic.co,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0374,Tier 1 Seed,Company-specific Google source,Elastic - Company ATS indexed global remote query,Google SERP query,"""Elastic"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",elastic.co,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0375,Tier 1 Seed,Company-specific Google source,Elastic - Company staff-augmentation-fit query,Google SERP query,"""Elastic"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",elastic.co,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0376,Tier 1 Seed,Company-specific Google source,EPAM - Company careers worldwide engineering query,Google SERP query,"site:epam.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",epam.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0377,Tier 1 Seed,Company-specific Google source,EPAM - Company ATS indexed global remote query,Google SERP query,"""EPAM"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",epam.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0378,Tier 1 Seed,Company-specific Google source,EPAM - Company staff-augmentation-fit query,Google SERP query,"""EPAM"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",epam.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0379,Tier 1 Seed,Company-specific Google source,Etsy - Company careers worldwide engineering query,Google SERP query,"site:etsy.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",etsy.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0380,Tier 1 Seed,Company-specific Google source,Etsy - Company ATS indexed global remote query,Google SERP query,"""Etsy"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",etsy.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0381,Tier 1 Seed,Company-specific Google source,Etsy - Company staff-augmentation-fit query,Google SERP query,"""Etsy"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",etsy.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0382,Tier 1 Seed,Company-specific Google source,Fastly - Company careers worldwide engineering query,Google SERP query,"site:fastly.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",fastly.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0383,Tier 1 Seed,Company-specific Google source,Fastly - Company ATS indexed global remote query,Google SERP query,"""Fastly"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",fastly.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
